Name,Professional Suffixes,Primary Specialty,WCM Find A Doctor URL,Accepting New Patients,Video Visits Avaliable,Languages,Zip Code,Country_ISO3166_alpha2,Latitude,Longitude,Accepted Insurance,Address
David C. Weir,M.D.,Pulmonary Critical Care Medicine,https://weillcornell.org/Weird,Yes,Yes,English,10065,,40.7619,-73.9597,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WorldWide Medical ""","425 East 61st Street New York, NY 10065"
David C. Weir,M.D.,Pulmonary Critical Care Medicine,https://weillcornell.org/Weird,Yes,Yes,English,10038,,40.7101,-74.005941,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WorldWide Medical ""","156 William Street New York, NY 10038"
David C. Weir,M.D.,Pulmonary Critical Care Medicine,https://weillcornell.org/Weird,Yes,Yes,English,10065,,40.7619,-73.9597,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WorldWide Medical ""","425 East 61st Street New York, NY 10065"
Anne  Weisenberg,MS,Speech and Language Pathology,https://weillcornell.org/aweisenberg,Yes,No,English,10021,,40.7685,-73.9527,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Fidelis Care ,Health First ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Empire ,United Healthcare Community Plan,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","1305 York Avenue New York, NY 10021"
Anne  Weisenberg,MS,Speech and Language Pathology,https://weillcornell.org/aweisenberg,Yes,No,English,10021,,40.7685,-73.9527,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Fidelis Care ,Health First ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Empire ,United Healthcare Community Plan,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","1305 York Avenue New York, NY 10021"
Jessica M. Weiser-McCarthy,M.D.,N/A,https://weillcornell.org/jessica-m-weisermccarthymd-6175,No,N/A,English,10021-4726,,40.7689,-73.9597,No insurance information,"310 East 72nd Street New York, NY 10021-4726"
Carol Juliet Weiss,M.D.,N/A,https://weillcornell.org/carol-juliet-weissmd-5854,No,N/A,English,10075,,40.7749,-73.9632,No insurance information,"1044 Madison Avenue New York, NY 10075"
Johanna  Weiss,M.D.,Obstetrics and Gynecology,https://weillcornell.org/johannaweiss,Yes,No,English,10028,,40.7779,-73.9567,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Empire Blue Cross/Blue Shield Blue Access,Oxford Health Plans Metro/Core/Charter,United Empire ,United Healthcare Compass ,WorldWide Medical ""","215 East 85th Street New York, NY 10028"
Jona Diana Weiss,M.D.,N/A,https://weillcornell.org/jona-diana-weissmd-6203,No,N/A,English,10021,,40.7709,-73.9647,No insurance information,"114 East 72nd Street New York, NY 10021"
Meredith  Weiss,M.D.,Psychiatry,https://weillcornell.org/meredith-weissmd-5533,No,N/A,English,7631,,40.89782,-73.9742,No insurance information,"163 Engle Street Englewood, NY 7631"
Meredith  Weiss,M.D.,Psychiatry,https://weillcornell.org/meredith-weissmd-5533,No,N/A,English,10075,,40.7749,-73.9608,No insurance information,"111 East 80th Street New York, NY 10075"
Stephen R. Weiss,M.D.,N/A,https://weillcornell.org/stephen-r-weissmd-6677,No,N/A,English,10023,,40.7736,-73.9817,No insurance information," 1886 Broadway New York, NY 10023"
Renee  Welner,M.D.,N/A,https://weillcornell.org/renee-welnermd-6550,No,N/A,English,10128,,40.7831,-73.9583,No insurance information,"1060 5th Avenue New York, NY 10128"
Lars  Westblade,Ph.D.,Pathology,https://weillcornell.org/lwestblade,No,N/A,English,10065,,40.7649,-73.9569,No insurance information,"525 East 68th Street New York, NY 10065"
William M. Whalen,M.D.,Pulmonary Critical Care Medicine,https://weillcornell.org/william-m-whalen-md,Yes,N/A,English,10065,,40.7619,-73.9597,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WorldWide Medical ""","425 East 61st Street New York, NY 10065"
William M. Whalen,M.D.,Pulmonary Critical Care Medicine,https://weillcornell.org/william-m-whalen-md,Yes,N/A,English,11215,,40.6689,-73.9819,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WorldWide Medical ""","506 6th Street Brooklyn, NY 11215"
Halina  White,M.D.,Neurology,https://weillcornell.org/halinawhite,Yes,No,English,10021,,40.7659,-73.9567,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,Medicaid ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Empire ,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","520 East 70th Street New York, NY 10021"
Halina  White,M.D.,Neurology,https://weillcornell.org/halinawhite,Yes,No,English,10021,,40.7659,-73.9567,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,Medicaid ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Empire ,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","520 East 70th Street New York, NY 10021"
Jason J. White,M.D.,Anesthesiology,https://weillcornell.org/jason-j-white-md,No,No,English,10038,,40.7101,-74.005941,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","156 William Street New York, NY 10038"
Robert  White,M.D.,Anesthesiology,https://weillcornell.org/robert-white-md,No,N/A,English,10065,,40.7649,-73.9569,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","525 East 68th Street New York, NY 10065"
Hendricks H. Whitman,"M.D., F.A.C.P.",Nephrology,https://weillcornell.org/hhwhitman,No,N/A,English,10021,,40.7669,-73.9567,No insurance information,"525 East 71st Street New York, NY 10021"
Wayne Graham Whitmore,M.D.,N/A,https://weillcornell.org/wayne-graham-whitmoremd-7089,No,N/A,English,10065,,40.7689,-73.9647,No insurance information,"116 East 68th Street New York, NY 10065"
Mark Alexander Wiener,,Psychiatry,https://weillcornell.org/mark-alexander-wiener-md,No,N/A,English,10065,,40.7649,-73.9569,No insurance information,"525 East 68th Street New York, NY 10065"
Horatio F. Wildman,M.D.,Dermatology,https://weillcornell.org/hfwildman,Yes,No,English,10021,,40.7685,-73.9527,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,Health First ,Medicaid ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","1305 York Avenue New York, NY 10021"
Horatio F. Wildman,M.D.,Dermatology,https://weillcornell.org/hfwildman,Yes,No,English,10065,,40.7619,-73.9597,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,Health First ,Medicaid ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","425 East 61st Street New York, NY 10065"
Timothy  Wilkin,M.D.,Infectious Disease,https://weillcornell.org/twilkin,No,No,English,10065,,40.7649,-73.9569,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,Amida Care ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,Medicaid ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Empire ,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ""","525 East 68th Street New York, NY 10065"
Victoria M. Wilkins,Ph.D.,Psychology,https://weillcornell.org/vmwilkins,No,No,English,10605,,41.0228,-73.7587,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Medicare ""","21 Bloomingdale Road White Plains, NY 10605"
Hope  Williams,,N/A,https://weillcornell.org/hope-williamsmd-8860,No,N/A,English,10007,,40.7128,-74.010986,No insurance information,"11 Park Place New York, NY 10007"
Lucy  Willis,M.D.,Emergency Medicine,https://weillcornell.org/Lucy-Willis-MD,Yes,No,English,10065,,40.7649,-73.9569,"AETNA HMO,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","525 East 68th Street New York, NY 10065"
Lucy  Willis,M.D.,Emergency Medicine,https://weillcornell.org/Lucy-Willis-MD,Yes,No,English,10038,,40.7101,-74.007954,"AETNA HMO,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","170 William Street New York, NY 10038"
Lucy  Willis,M.D.,Emergency Medicine,https://weillcornell.org/Lucy-Willis-MD,Yes,No,English,10065,,40.7649,-73.9569,"AETNA HMO,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","525 East 68th Street New York, NY 10065"
Martin Theodore Wilner,M.D.,N/A,https://weillcornell.org/martin-theodore-wilnermd-6364,No,N/A,English,10013,,40.7214,-74.0027,No insurance information,"64 Grand Street New York, NY 10013"
Philip Jonathan Wilner,M.D.,Psychiatry,https://weillcornell.org/pjwilner,No,N/A,English,10065,,40.7649,-73.9569,No insurance information,"525 East 68th Street New York, NY 10065"
Juliet Mary Wilson,N.P.,Internal Medicine,https://weillcornell.org/juliet-mary-wilson-np,Yes,N/A,English,10038,,40.7101,-74.005941,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","156 William Street New York, NY 10038"
